clean_text_PhoBERT,true_sentiment,pred_sentiment,true_topic,pred_topic
cần hướng_dẫn phương_pháp lập_trình rõ hơn_nữa với đồ_án code multiagent .,Tiêu cực,Tiêu cực,Giảng viên,Chương trình
đáng để học_tập .,Tích cực,Tiêu cực,Khác,Chương trình
"nên cho ví_dụ nhiều , dễ liên_tưởng và giải_thích rõ .",Tiêu cực,Tiêu cực,Giảng viên,Chương trình
"thầy dạy hơi tổng_quát nhưng lại đòi_hỏi cao về kiến_thức cũng như đồ_án , kính mong nhà_trường xem_xét lại môn_học này ạ , em xin cảm_ơn !",Tiêu cực,Tiêu cực,Giảng viên,Chương trình
"phòng học còn nóng và bụi_bặm , máy_chiếu tuy vẫn nhìn được nhưng như thế là mờ , ngồi xa hay hôm nào trời sáng quá sẽ khó thấy , việc chia hay phân_công đề_tài giảng_viên cần tự làm thay_vì giao cho lớp trưởng lúc đó sẽ không khách_quan nữa vì có sự thiên_vị giành_giật .",Tiêu cực,Tiêu cực,Cơ sở vật chất,Chương trình
"cô viết trên bảng không_những chữ quá nhỏ mà_còn quá lộn_xộn , bảng lúc_nào cũng lem_nhem , thực_sự sinh_viên ngồi dưới nhìn lên bảng là chóng_mặt , không_thể theo giỏi được gì cả !",Tiêu cực,Tiêu cực,Giảng viên,Khác
"cho làm các bài kiểm_tra cuối giờ , giúp chúng_em phải tập_trung nghe bài .",Tích cực,Trung tính,Chương trình,Chương trình
"giảng_dạy kiến_thức còn mơ_hồ , không nhất_quán được kiến_thức , kiến_thức , bài_tập làm còn mơ_hồ , không giải_thích được hết .",Tiêu cực,Tiêu cực,Giảng viên,Chương trình
hy_vọng không gặp lại thầy ở kỳ sau colonsmile .,Tiêu cực,Trung tính,Giảng viên,Giảng viên
"những bạn không chịu học và lơ_là từ trước giờ vẫn qua hai môn của thầy một_cách dễ_dàng và thậm_chí còn đạt được điểm_cao , do đề cơ_bản và còn được sử_dụng tài_liệu , laptop .",Tiêu cực,Tiêu cực,Giảng viên,Chương trình
"sửa bài_tập khó , giảng_viên nhiệt_tình .",Tích cực,Tiêu cực,Khác,Giảng viên
quy_tắc .,Trung tính,Trung tính,Giảng viên,Khác
"chào quý thầy_cô , phương_pháp học_tập mới cdio em cảm_thấy được áp_dụng không hợp_lý , ví_dụ tuần này thầy wzjwz39 đang dạy vấn_đề đó , do kiến_thức còn nhiều nên sinh_viên chưa nắm , đến tuần sau thầy toàn vào lại dạy một kiến_thức hoàn_toàn khác .",Tiêu cực,Tiêu cực,Khác,Giảng viên
"mặt_khác rất thân_thiện với sinh_viên , tạo thiện_cảm tốt_đẹp nên sinh_viên tự_khắc đi học đầy_đủ mà không cần phương_pháp điểm_danh ép_buộc cổ_hủ .",Tích cực,Tiêu cực,Giảng viên,Chương trình
"có tương_tác với sinh_viên , thường_xuyên cho lên bảng làm bài .",Tích cực,Trung tính,Giảng viên,Giảng viên
cần có giờ ra chơi giữa giờ vì học liên_tục năm tiết đôi_khi khiến sinh_viên mệt mà khó tiếp_thu bài giảng .,Tiêu cực,Tiêu cực,Khác,Chương trình
"phải hướng_dẫn cách thực_hành cho sinh_viên , hỗ_trợ sinh_viên khi làm thực_hành , thái_độ cần thân_thiện .",Tiêu cực,Tiêu cực,Giảng viên,Chương trình
cô rất tận_tình trong việc củng_cố kiến_thức .,Tích cực,Tích cực,Chương trình,Giảng viên
giảng_viên cần chỉ cụ_thể cách thực_hiện bài thực_hành .,Tiêu cực,Tiêu cực,Giảng viên,Chương trình
cần cho thêm nhiều bài_tập về nhà .,Tiêu cực,Tiêu cực,Giảng viên,Chương trình
em học được nhiều thứ từ môn này ạ colonlove .,Tích cực,Trung tính,Chương trình,Khác
"sử_dụng thời_gian lên_lớp không hiệu_quả , khâu chuẩn_bị nội_dung chưa tốt .",Tiêu cực,Tiêu cực,Giảng viên,Chương trình
em chưa nhớ thầy là ai nữa .,Trung tính,Tiêu cực,Giảng viên,Giảng viên
hoạt_động nhóm .,Trung tính,Trung tính,Khác,Chương trình
cô hãy tự chấm bài thi .,Tiêu cực,Trung tính,Giảng viên,Giảng viên
em rất hài_lòng với môn_học này .,Tích cực,Tích cực,Chương trình,Khác
cách mà thầy giảng bài khiến cho sinh_viên không thấy chán trong giờ học !,Tích cực,Tiêu cực,Giảng viên,Giảng viên
trang_bị máy_tính tốt hơn .,Tiêu cực,Trung tính,Cơ sở vật chất,Cơ sở vật chất
đáng để học_hỏi !,Tích cực,Trung tính,Khác,Khác
"nhiệt_tình , dễ hiểu , dễ_thương .",Tích cực,Tích cực,Giảng viên,Khác
dựa vào một game cơ_bản để sinh_viên hiểu rõ hơn .,Trung tính,Tiêu cực,Giảng viên,Chương trình
"cô nhiệt_tình , dạy có tâm .",Tích cực,Tích cực,Chương trình,Giảng viên
"có hoạt_động trò_chơi , hát tiếng anh .",Trung tính,Trung tính,Giảng viên,Khác
em fraction tôi nhận thấy phương_pháp giảng_dạy của giảng_viên không phù_hợp để nâng cao trình_độ thực của sinh_viên học_vẹt 60 % .,Tiêu cực,Trung tính,Giảng viên,Khác
định_hướng_từ sớm về cách tiếp_cận đồ_án đối_với sinh_viên .,Tiêu cực,Tiêu cực,Chương trình,Giảng viên
em xin cảm_ơn thầy .,Trung tính,Trung tính,Giảng viên,Khác
cách chấm điểm giữa các nhóm chưa được công_bằng .,Tiêu cực,Tiêu cực,Giảng viên,Chương trình
lớp_học sôi_động .,Tích cực,Tiêu cực,Chương trình,Khác
đến lớp đúng giờ !,Tích cực,Tích cực,Chương trình,Giảng viên
không dặn_dò các học_sinh thi các phần_nào .,Tiêu cực,Tiêu cực,Giảng viên,Khác
làm cho các bạn bị thiệt_thòi .,Tiêu cực,Tiêu cực,Khác,Chương trình
sử_dụng slide để hạn_chế việc ghi_chép quá nhiều .,Tiêu cực,Tiêu cực,Giảng viên,Chương trình
tôi chưa gặp thầy này lần nào .,Trung tính,Trung tính,Giảng viên,Khác
"hôm trước lúc hỏi vấn_đề này tốt chưa thầy , thầy bảo tốt rồi , hôm sau lên báo_cáo thì nhè chỗ đó ra mà chửi .",Tiêu cực,Tiêu cực,Khác,Giảng viên
"dạ , cho em hỏi là trường mình là tạo sao không dùng ngôn_ngữ chị thay cho assembly .",Trung tính,Trung tính,Chương trình,Khác
tài_liệu đầy_đủ kiến_thức .,Tích cực,Trung tính,Chương trình,Chương trình
nâng_cấp các thiết_bị phục_vụ thực_hành .,Tiêu cực,Trung tính,Cơ sở vật chất,Cơ sở vật chất
"thầy không đảm_bảo giờ lên_lớp , lớp_học bù cũng không được đảm_bảo .",Tiêu cực,Trung tính,Giảng viên,Giảng viên
sử_dụng nhiều ví_dụ giúp sinh_viên nắm kiến_thức nhanh .,Tích cực,Tích cực,Khác,Giảng viên
trình_bày chưa đủ cuốn_hút .,Tiêu cực,Tiêu cực,Giảng viên,Khác
môn_học này chất_lượng bình_thường .,Trung tính,Tiêu cực,Chương trình,Chương trình
môn này là môn em hài_lòng nhất từ trước tới giờ .,Tích cực,Tiêu cực,Chương trình,Khác
nhờ thầy wzjwz267 dạy thế nhiều sinh_viên tiến_bộ hơn .,Tích cực,Tiêu cực,Giảng viên,Giảng viên
"tâm_lý giảng_dạy rất nặng_nề , áp_lực .",Tiêu cực,Tích cực,Giảng viên,Giảng viên
nên lắp thêm máy_điều_hoà .,Tiêu cực,Tiêu cực,Cơ sở vật chất,Chương trình
cô giải_thích chi_tiết các phần khó hiểu .,Tích cực,Tiêu cực,Giảng viên,Giảng viên
giảng_viên làm mẫu một_số bài thực_hành cho sinh_viên .,Tích cực,Tiêu cực,Giảng viên,Giảng viên
giảng_viên thân thiệt .,Tích cực,Trung tính,Giảng viên,Giảng viên
đề thi lẫn lý_thuyết và trắc_nghiệm khó hơn nhiều so với kiến_thức đã được học .,Tiêu cực,Tiêu cực,Giảng viên,Chương trình
"ngoài thời_gian cố_định như trong thời_khoá_biểu của nhà_trường , em đều cố_gắng sắp_xếp đi đủ .",Trung tính,Tích cực,Khác,Khác
"nên trả_lời những câu hỏi của sinh_viên một_cách nhanh nhất , không nên lẫn tránh hoặc bỏ_qua những câu hỏi của sinh_viên .",Tiêu cực,Tiêu cực,Khác,Giảng viên
"nhưng đôi_khi dạy quá giờ , sinh_viên mệt_mỏi không kịp tiếp_nhận kiến_thức , lỡ bài .",Tiêu cực,Tiêu cực,Giảng viên,Chương trình
cô đại_học công_nghiệp việt_trì vẻ dễ_thương hỗ_trợ sinh_viên tích_cực .,Tích cực,Tích cực,Giảng viên,Khác
phần chấm bài thuyết_trình quá sơ_sài .,Tiêu cực,Tiêu cực,Giảng viên,Chương trình
đi học rất ít nên rất mất_công người đi dậy .,Trung tính,Tiêu cực,Chương trình,Khác
"cài phầm mềm của khoa wzjwz189 cực_kỳ khó_chịu , không biết mình sai chỗ nào .",Tiêu cực,Trung tính,Cơ sở vật chất,Khác
hầu_như chúng_em không tiếp_thu được gì .,Tiêu cực,Trung tính,Khác,Khác
nên trang_bị kiến_thức nền vững_chắc cho những môn chuyên_ngành .,Tiêu cực,Tiêu cực,Giảng viên,Chương trình
"thầy chuẩn_bị bài thực_hành sát với kiến_thức được học , sinh_viên cần gì có đó .",Tích cực,Tiêu cực,Giảng viên,Chương trình
"trang_bị thêm thiết_bị quạt , đèn .",Tiêu cực,Trung tính,Cơ sở vật chất,Cơ sở vật chất
"ngoài_ra , môn này khi đánh_giá đồ_án cuối kỳ thì chỉ nên đánh_giá vào cách trình_bày file báo_cáo , cách báo_cáo , cách thuyết_trình .",Tiêu cực,Tiêu cực,Chương trình,Khác
hài_lòng về cách dạy và phương_thức truyền_đạt của thầy wzjwz161 .,Tích cực,Trung tính,Giảng viên,Giảng viên
giảng kỹ lý_thuyết trước khi cho sinh_viên bắt_đầu thực_hành .,Tích cực,Tiêu cực,Giảng viên,Giảng viên
em thấy vấn_đề điểm_danh khi đi học là không hiệu_quả .,Tiêu cực,Trung tính,Giảng viên,Khác
nhiều khi tụi em nghĩ là thầy có biết gì không đây .,Tiêu cực,Trung tính,Giảng viên,Khác
"tạo ra một môi_trường năng_động , giúp_đỡ nhiều cho sinh_viên trong kỹ_năng học_tập và làm_việc cũng như cách cư_xử trong cuộc_sống .",Tích cực,Tích cực,Chương trình,Giảng viên
quá nghiêm_khắc tạo áp_lực .,Tiêu cực,Tiêu cực,Giảng viên,Khác
không quan_tâm sinh_viên có nắm được kiến_thức hay không .,Tiêu cực,Tiêu cực,Giảng viên,Khác
cho sinh_viên thực_hành một đề_bài quản_lý thông_tin trên nhiều ngôn_ngữ do sinh_viên tự chọn để sinh_viên thấy được mối liên_quan của môn_học với những môn khác cũng như với thực_tế .,Tiêu cực,Trung tính,Chương trình,Chương trình
"em nói điều này có_thể hơi xúc_phạm nhưng kỹ_năng sư_phạm của thầy cần được cải_thiện , mặc_dù kiến_thức chuyên_môn có cao đi_chăng_nữa .",Tiêu cực,Tiêu cực,Giảng viên,Chương trình
có một_ít áp_lực .,Trung tính,Tích cực,Giảng viên,Khác
phân_bố thời_gian khoảng 3 tiết .,Trung tính,Tiêu cực,Chương trình,Chương trình
nếu có phần_mềm minh_hoạ cho các thuật_toán thì sẽ tốt hơn .,Tiêu cực,Trung tính,Chương trình,Khác
không đảm_bảo thời_gian lên_lớp .,Tiêu cực,Trung tính,Giảng viên,Giảng viên
ghi lý_thuyết và bài_tập trên bảng nhiều quá_thể .,Tiêu cực,Tiêu cực,Giảng viên,Chương trình
"các slide khó hiểu , ngôn_ngữ trong slide phức_tạp , lòng_vòng vì_vậy giảng_viên cần chỉnh_sửa lại slide giảng_dạy .",Tiêu cực,Tiêu cực,Giảng viên,Chương trình
em tiếp_thu chậm .,Tiêu cực,Tiêu cực,Giảng viên,Khác
"em có học ở một trung_tâm tiếng anh ở ngoài trường , thời_lượng hợp_lý , không nhiều không ít khoảng 2 - 3 tiết một buổi !",Trung tính,Tiêu cực,Chương trình,Chương trình
